Stand: 29.06.2021

"Emittententicker":"Name":"Anlageklasse":"Gewichtung (%)":"Kurs":"Nominale":"Marktwert":"Nominalwert":"Sektor":"ISIN":"Börse":"Standort":"Marktwährung"
"AAPL":"APPLE INC":"Aktien":3.93:136.33:11666516:1590496126:1590496126.28:"IT":"US0378331005":"NASDAQ":"Vereinigte Staaten":"USD"
"MSFT":"MICROSOFT CORP":"Aktien":3.34:271.4:4976168:1350531995:1350531995.2:"IT":"US5949181045":"NASDAQ":"Vereinigte Staaten":"USD"
"AMZN":"AMAZON COM INC":"Aktien":2.54:3448.14:297697:1026500934:1026500933.58:"Zyklische Konsumgüter ":"US0231351067":"NASDAQ":"Vereinigte Staaten":"USD"
"FB":"FACEBOOK CLASS A INC":"Aktien":1.46:351.89:1672600:588571214:588571214:"Kommunikation":"US30303M1027":"NASDAQ":"Vereinigte Staaten":"USD"
"GOOG":"ALPHABET INC CLASS C":"Aktien":1.28:2520.37:204640:515768517:515768516.8:"Kommunikation":"US02079K1079":"NASDAQ":"Vereinigte Staaten":"USD"
"GOOGL":"ALPHABET INC CLASS A":"Aktien":1.26:2445.45:209072:511275122:511275122.4:"Kommunikation":"US02079K3059":"NASDAQ":"Vereinigte Staaten":"USD"
"TSLA":"TESLA INC":"Aktien":0.9:680.76:533183:362969659:362969659.08:"Zyklische Konsumgüter ":"US88160R1014":"NASDAQ":"Vereinigte Staaten":"USD"
"NVDA":"NVIDIA CORP":"Aktien":0.85:801.07:430170:344596282:344596281.9:"IT":"US67066G1040":"NASDAQ":"Vereinigte Staaten":"USD"
"JPM":"JPMORGAN CHASE & CO":"Aktien":0.81:154.14:2122432:327151668:327151668.48:"Financials":"US46625H1005":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"JNJ":"JOHNSON & JOHNSON":"Aktien":0.74:164.03:1828919:299997584:299997583.57:"Gesundheitsversorgung":"US4781601046":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"V":"VISA INC CLASS A":"Aktien":0.68:235.95:1169218:275876987:275876987.1:"IT":"US92826C8394":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"UNH":"UNITEDHEALTH GROUP INC":"Aktien":0.65:398.1:660192:262822435:262822435.2:"Gesundheitsversorgung":"US91324P1021":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"BRKB":"BERKSHIRE HATHAWAY INC CLASS B":"Aktien":0.65:276.21:950693:262590914:262590913.53:"Financials":"US0846707026":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"NESN":"NESTLE SA":"Aktien":0.62:126.31:1999539:252561918:252561917.68:"Nichtzyklische Konsumgüter":"CH0038863350":"SIX Swiss Exchange":"Schweiz":"CHF"
"HD":"HOME DEPOT INC":"Aktien":0.59:318.24:748840:238310842:238310841.6:"Zyklische Konsumgüter ":"US4370761029":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PG":"PROCTER & GAMBLE":"Aktien":0.57:134.4:1702416:228804710:228804710.4:"Nichtzyklische Konsumgüter":"US7427181091":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"MA":"MASTERCARD INC CLASS A":"Aktien":0.56:368:618782:227711776:227711776:"IT":"US57636Q1040":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PYPL":"PAYPAL HOLDINGS INC":"Aktien":0.56:292.76:772223:226076005:226076005.48:"IT":"US70450Y1038":"NASDAQ":"Vereinigte Staaten":"USD"
"BAC":"BANK OF AMERICA CORP":"Aktien":0.55:40.89:5419514:221603927:221603927.46:"Financials":"US0605051046":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"DIS":"WALT DISNEY":"Aktien":0.54:173.93:1257957:218796461:218796461.01:"Kommunikation":"US2546871060":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"ASML":"ASML HOLDING NV":"Aktien":0.51:702.28:291672:204834231:204834230.89:"IT":"NL0010273215":"Euronext Amsterdam":"Niederlande":"EUR"
"ADBE":"ADOBE INC":"Aktien":0.49:590.75:333808:197197076:197197076:"IT":"US00724F1012":"NASDAQ":"Vereinigte Staaten":"USD"
"ROG":"ROCHE HOLDING PAR AG":"Aktien":0.46:378.82:494407:187292057:187292057.13:"Gesundheitsversorgung":"CH0012032048":"SIX Swiss Exchange":"Schweiz":"CHF"
"XOM":"EXXON MOBIL CORP":"Aktien":0.46:62.62:2943827:184342447:184342446.74:"Energie":"US30231G1022":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CMCSA":"COMCAST CORP CLASS A":"Aktien":0.44:56.54:3154557:178358653:178358652.78:"Kommunikation":"US20030N1019":"NASDAQ":"Vereinigte Staaten":"USD"
"NFLX":"NETFLIX INC":"Aktien":0.4:533.5:302517:161392820:161392819.5:"Kommunikation":"US64110L1061":"NASDAQ":"Vereinigte Staaten":"USD"
"INTC":"INTEL CORPORATION CORP":"Aktien":0.4:56.75:2841128:161234014:161234014:"IT":"US4581401001":"NASDAQ":"Vereinigte Staaten":"USD"
"VZ":"VERIZON COMMUNICATIONS INC":"Aktien":0.39:55.84:2855062:159426662:159426662.08:"Kommunikation":"US92343V1044":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
