Stand: 29.06.2021

"Emittententicker":"Name":"Anlageklasse":"Gewichtung (%)":"Kurs":"Nominale":"Marktwert":"Nominalwert":"Sektor":"ISIN":"Börse":"Standort":"Marktwährung"
"ROG":"ROCHE HOLDING PAR AG":"Aktien":4.92:318.2:609046:193800746:193800745.9:"Gesundheitsversorgung":"CH0012032048":"SIX Swiss Exchange":"Schweiz":"CHF"
"ASML":"ASML HOLDING NV":"Aktien":4.89:589.9:326328:192500887:192500887.2:"IT":"NL0010273215":"Euronext Amsterdam":"Niederlande":"EUR"
"SAP":"SAP":"Aktien":4.56:119.74:1500456:179664601:179664601.44:"IT":"DE0007164600":"Xetra":"Deutschland":"EUR"
"NOVO B":"NOVO NORDISK CLASS B":"Aktien":4.54:70.17:2548959:178864896:178864896.44:"Gesundheitsversorgung":"DK0060534915":"Omx Nordic Exchange Copenhagen A/S":"Dänemark":"DKK"
"OR":"LOREAL SA":"Aktien":4.08:383.25:419002:160582517:160582516.5:"Nichtzyklische Konsumgüter":"FR0000120321":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"ALV":"ALLIANZ":"Aktien":3.7:212.8:683978:145550518:145550518.4:"Financials":"DE0008404005":"Xetra":"Deutschland":"EUR"
"SU":"SCHNEIDER ELECTRIC":"Aktien":3.07:135.06:893718:120705553:120705553.08:"Industrie":"FR0000121972":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"ADS":"ADIDAS N AG":"Aktien":2.55:317.5:315867:100287773:100287772.5:"Zyklische Konsumgüter ":"DE000A1EWWW0":"Xetra":"Deutschland":"EUR"
"DPW":"DEUTSCHE POST AG":"Aktien":2.44:58.53:1644441:96249132:96249131.73:"Industrie":"DE0005552004":"Xetra":"Deutschland":"EUR"
"LONN":"LONZA GROUP AG":"Aktien":1.9:605.76:123547:74839203:74839203.43:"Gesundheitsversorgung":"CH0013841017":"SIX Swiss Exchange":"Schweiz":"CHF"
"EL":"ESSILORLUXOTTICA SA":"Aktien":1.87:155.58:473381:73648616:73648615.98:"Zyklische Konsumgüter ":"FR0000121667":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"REL":"RELX PLC":"Aktien":1.81:22.26:3205770:71353814:71353813.91:"Industrie":"GB00B2B0DG97":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"CS":"AXA SA":"Aktien":1.77:21.66:3209599:69535962:69535962.33:"Financials":"FR0000120628":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"ISP":"INTESA SANPAOLO":"Aktien":1.64:2.36:27399035:64565826:64565825.98:"Financials":"IT0000072618":"Borsa Italiana":"Italien":"EUR"
"BN":"DANONE SA":"Aktien":1.63:59.44:1082137:64322223:64322223.28:"Nichtzyklische Konsumgüter":"FR0000120644":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"GIVN":"GIVAUDAN SA":"Aktien":1.54:3962.96:15328:60744111:60744111.08:"Materialien":"CH0010645932":"SIX Swiss Exchange":"Schweiz":"CHF"
"BBVA":"BANCO BILBAO VIZCAYA ARGENTARIA SA":"Aktien":1.49:5.29:11061663:58538321:58538320.6:"Financials":"ES0113211835":"Bolsa De Madrid":"Spanien":"EUR"
"CRG":"CRH PLC":"Aktien":1.43:43.15:1302377:56197568:56197567.55:"Materialien":"IE0001827041":"Irish Stock Exchange - All Market":"Irland":"EUR"
"VWS":"VESTAS WIND SYSTEMS":"Aktien":1.42:33.46:1675311:56053664:56053664.12:"Industrie":"DK0061539921":"Omx Nordic Exchange Copenhagen A/S":"Dänemark":"DKK"
"MUV2":"MUENCHENER RUECKVERSICHERUNGS-GESE":"Aktien":1.38:233.5:232432:54272872:54272872:"Financials":"DE0008430026":"Xetra":"Deutschland":"EUR"
"ITX":"INDUSTRIA DE DISENO TEXTIL INDITEX":"Aktien":1.36:29.96:1788300:53577468:53577468:"Zyklische Konsumgüter ":"ES0148396007":"Bolsa De Madrid":"Spanien":"EUR"
"CPG":"COMPASS GROUP PLC":"Aktien":1.3:17.35:2959364:51357785:51357785.37:"Zyklische Konsumgüter ":"GB00BD6K4575":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"DB1":"DEUTSCHE BOERSE AG":"Aktien":1.19:148.95:315203:46949487:46949486.85:"Financials":"DE0005810055":"Xetra":"Deutschland":"EUR"
"AHT":"ASHTEAD GROUP PLC":"Aktien":1.19:62.79:745362:46804247:46804247.03:"Industrie":"GB0000536739":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"DSM":"KONINKILIJKE DSM NV":"Aktien":1.15:158.2:285931:45234284:45234284.2:"Materialien":"NL0000009827":"Euronext Amsterdam":"Niederlande":"EUR"
"FERG":"FERGUSON PLC":"Aktien":1.12:117.83:373344:43989579:43989579.03:"Industrie":"JE00BJVNSS43":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"AD":"KONINKLIJKE AHOLD DELHAIZE NV":"Aktien":1.09:24.82:1734734:43064772:43064771.55:"Nichtzyklische Konsumgüter":"NL0011794037":"Euronext Amsterdam":"Niederlande":"EUR"
"SREN":"SWISS RE AG":"Aktien":0.98:76.89:503286:38696194:38696193.8:"Financials":"CH0126881561":"SIX Swiss Exchange":"Schweiz":"CHF"
