Stand: 29.06.2021

"Emittententicker":"Name":"Anlageklasse":"Gewichtung (%)":"Kurs":"Nominale":"Marktwert":"Nominalwert":"Sektor":"ISIN":"Börse":"Standort":"Marktwährung"
"3690":"MEITUAN":"Aktien":5.18:41.71:3136900:130827904:130827903.68:"Zyklische Konsumgüter ":"KYG596691041":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"2330":"TAIWAN SEMICONDUCTOR MANUFACTURING":"Aktien":4.42:21.33:5236000:111661798:111661798.18:"IT":"TW0002330008":"Taiwan Stock Exchange":"Taiwan":"TWD"
"NIO":"NIO AMERICAN DEPOSITARY SHARES REP":"Aktien":4.39:50.34:2204350:110966979:110966979:"Zyklische Konsumgüter ":"US62914V1061":"New York Stock Exchange Inc.":"China":"USD"
"2269":"WUXI BIOLOGICS CAYMAN INC":"Aktien":4.22:18.56:5741500:106564417:106564417.14:"Gesundheitsversorgung":"KYG970081173":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"NPN":"NASPERS LIMITED N LTD":"Aktien":3.96:212.12:472391:100201911:100201911.44:"Zyklische Konsumgüter ":"ZAE000015889":"Johannesburg Stock Exchange":"Südafrika":"ZAR"
"2318":"PING AN INSURANCE (GROUP) CO OF CH":"Aktien":3.44:9.87:8824000:87059693:87059693.32:"Financials":"CNE1000003X6":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"035420":"NAVER CORP":"Aktien":3.03:364.63:210007:76574259:76574259.45:"Kommunikation":"KR7035420009":"Korea Exchange (Stock Market)":"Korea":"KRW"
"051910":"LG CHEM LTD":"Aktien":2.3:743.43:78178:58120014:58120014.18:"Materialien":"KR7051910008":"Korea Exchange (Stock Market)":"Korea":"KRW"
"HINDUNILVR":"HINDUSTAN UNILEVER LTD":"Aktien":1.86:33.58:1399544:46992932:46992932.37:"Nichtzyklische Konsumgüter":"INE030A01027":"National Stock Exchange Of India":"Indien":"INR"
"1211":"BYD LTD H":"Aktien":1.61:30.47:1335000:40683553:40683552.62:"Zyklische Konsumgüter ":"CNE100000296":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"AXISBANK":"AXIS BANK LTD":"Aktien":1.55:10.13:3878900:39291595:39291594.86:"Financials":"INE238A01034":"National Stock Exchange Of India":"Indien":"INR"
"QNBK":"QATAR NATIONAL BANK":"Aktien":1.52:4.97:7727736:38373377:38373377.34:"Financials":"QA0006929895":"Qatar Exchange":"Qatar":"QAR"
"B3SA3":"B3 BRASIL BOLSA BALCAO SA":"Aktien":1.43:3.44:10501102:36153265:36153265.13:"Financials":"BRB3SAACNOR6":"XBSP":"Brasilien":"BRL"
"FAB":"FIRST ABU DHABI BANK":"Aktien":1.31:4.46:7422494:33099779:33099778.59:"Financials":"AEN000101016":"Abu Dhabi Securities Exchange":"Ver. Arabische Emirate":"AED"
"175":"GEELY AUTOMOBILE HOLDINGS LTD":"Aktien":1.3:3.26:10077000:32837845:32837844.63:"Zyklische Konsumgüter ":"KYG3777B1032":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"FSR":"FIRSTRAND LTD":"Aktien":1.25:3.7:8550767:31641852:31641852.12:"Financials":"ZAE000066304":"Johannesburg Stock Exchange":"Südafrika":"ZAR"
"2881":"FUBON FINANCIAL HOLDING LTD":"Aktien":1.16:2.6:11289000:29375151:29375150.98:"Financials":"TW0002881000":"Taiwan Stock Exchange":"Taiwan":"TWD"
"GFNORTEO":"GPO FINANCE BANORTE":"Aktien":1.15:6.53:4441404:29015662:29015662.39:"Financials":"MXP370711014":"Bolsa Mexicana De Valores":"Mexiko":"MXN"
"2603":"EVERGREEN MARINE CORP (TAIWAN) LTD":"Aktien":1.11:6.43:4361000:28056827:28056826.94:"Industrie":"TW0002603008":"Taiwan Stock Exchange":"Taiwan":"TWD"
"FEMSAUBD":"FOMENTO ECONOMICO MEXICANO":"Aktien":1.1:8.42:3300818:27804259:27804259:"Nichtzyklische Konsumgüter":"MXP320321310":"Bolsa Mexicana De Valores":"Mexiko":"MXN"
"LI":"LI AUTO ADR INC":"Aktien":1.1:34.25:808974:27707360:27707359.5:"Zyklische Konsumgüter ":"US50202M1027":"NASDAQ":"China":"USD"
"2002":"CHINA STEEL CORP":"Aktien":1.08:1.35:20196000:27325639:27325639.33:"Materialien":"TW0002002003":"Taiwan Stock Exchange":"Taiwan":"TWD"
"6098":"COUNTRY GARDEN SERVICES HOLDINGS L":"Aktien":1.08:10.97:2489000:27314129:27314128.94:"Industrie":"KYG2453A1085":"Hong Kong Exchanges And Clearing Ltd":"China":"HKD"
"055550":"SHINHAN FINANCIAL GROUP LTD":"Aktien":1.08:36.24:751730:27243593:27243593.11:"Financials":"KR7055550008":"Korea Exchange (Stock Market)":"Korea":"KRW"
"2412":"CHUNGHWA TELECOM LTD":"Aktien":1.04:4.09:6442000:26321679:26321678.82:"Kommunikation":"TW0002412004":"Taiwan Stock Exchange":"Taiwan":"TWD"
"ASIANPAINT":"ASIAN PAINTS LTD":"Aktien":1.04:40.43:650958:26320457:26320457.06:"Materialien":"INE021A01026":"National Stock Exchange Of India":"Indien":"INR"
"2882":"CATHAY FINANCIAL HOLDING LTD":"Aktien":1.03:1.92:13518000:26018050:26018049.86:"Financials":"TW0002882008":"Taiwan Stock Exchange":"Taiwan":"TWD"
