Stand: 29.06.2021
"JLL":"JONES LANG LASALLE INC":"Aktien":0.125:198.35:26255:5207679:5207679.25:"Immobilien":"US48020Q1076":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"DAR":"DARLING INGREDIENTS INC":"Aktien":0.124230769230769:65.66:79275:5205197:5205196.5:"Nichtzyklische Konsumgüter":"US2372661015":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"GH":"GUARDANT HEALTH INC":"Aktien":0.123461538461538:127.79:40422:5165527:5165527.38:"Gesundheitsversorgung":"US40131M1099":"NASDAQ":"Vereinigte Staaten":"USD"
"RGEN":"REPLIGEN CORP":"Aktien":0.122692307692308:204.03:25191:5139720:5139719.73:"Gesundheitsversorgung":"US7599161095":"NASDAQ":"Vereinigte Staaten":"USD"
"EWBC":"EAST WEST BANCORP INC":"Aktien":0.121923076923077:71.99:70900:5104091:5104091:"Financials":"US27579R1041":"NASDAQ":"Vereinigte Staaten":"USD"
"CMA":"COMERICA INC":"Aktien":0.121153846153846:71.02:70793:5027719:5027718.86:"Financials":"US2003401070":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"GLPI":"GAMING AND LEISURE PROPERTIES REIT":"Aktien":0.120384615384615:46.08:108173:4984612:4984611.84:"Immobilien":"US36467J1088":"NASDAQ":"Vereinigte Staaten":"USD"
"DXC":"DXC TECHNOLOGY":"Aktien":0.119615384615385:39.04:126867:4952888:4952887.68:"IT":"US23355L1061":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CLF":"CLEVELAND CLIFFS INC":"Aktien":0.118846153846154:20.93:235054:4919680:4919680.22:"Materialien":"US1858991011":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"ESTC":"ELASTIC NV":"Aktien":0.118076923076923:148.94:32729:4874657:4874657.26:"IT":"NL0013056914":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"FLEX":"FLEX LTD":"Aktien":0.117307692307692:18.09:268234:4852353:4852353.06:"IT":"SG9999000020":"NASDAQ":"Vereinigte Staaten":"USD"
"TPL":"TEXAS PACIFIC LAND CORP":"Aktien":0.116538461538462:1560.65:3109:4852061:4852060.85:"Energie":"US88262P1021":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PFPT":"PROOFPOINT INC":"Aktien":0.115769230769231:173.64:27844:4834832:4834832.16:"IT":"US7434241037":"NASDAQ":"Vereinigte Staaten":"USD"
"MKSI":"MKS INSTRUMENTS INC":"Aktien":0.115:178.33:27073:4827928:4827928.09:"IT":"US55306N1046":"NASDAQ":"Vereinigte Staaten":"USD"
"ZNGA":"ZYNGA INC CLASS A":"Aktien":0.114583333333333:10.78:447716:4826378:4826378.48:"Kommunikation":"US98986T1088":"NASDAQ":"Vereinigte Staaten":"USD"
"AZPN":"ASPEN TECHNOLOGY INC":"Aktien":0.114166666666667:140.52:34275:4816323:4816323:"IT":"US0453271035":"NASDAQ":"Vereinigte Staaten":"USD"
"HUBB":"HUBBELL INC":"Aktien":0.11375:185.17:25956:4806273:4806272.52:"Industrie":"US4435106079":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"AMH":"AMERICAN HOMES RENT REIT CLASS A":"Aktien":0.113333333333333:39.23:122323:4798731:4798731.29:"Immobilien":"US02665T3068":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CSL":"CARLISLE COMPANIES INC":"Aktien":0.112916666666667:189.72:25081:4758367:4758367.32:"Industrie":"US1423391002":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"OLED":"UNIVERSAL DISPLAY CORP":"Aktien":0.1125:224.02:20938:4690531:4690530.76:"IT":"US91347P1057":"NASDAQ":"Vereinigte Staaten":"USD"
"MIDD":"MIDDLEBY CORP":"Aktien":0.112083333333333:171.1:27401:4688311:4688311.1:"Industrie":"US5962781010":"NASDAQ":"Vereinigte Staaten":"USD"
"MANH":"MANHATTAN ASSOCIATES INC":"Aktien":0.111666666666667:146.33:32023:4685926:4685925.59:"IT":"US5627501092":"NASDAQ":"Vereinigte Staaten":"USD"
"FHN":"FIRST HORIZON CORP":"Aktien":0.11125:17.28:270207:4669177:4669176.96:"Financials":"US3205171057":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"KIM":"KIMCO REALTY REIT CORP":"Aktien":0.110833333333333:20.8:223676:4652461:4652460.8:"Immobilien":"US49446R1095":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PEN":"PENUMBRA INC":"Aktien":0.110416666666667:276.88:16775:4644662:4644662:"Gesundheitsversorgung":"US70975L1070":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"COLD":"AMERICOLD REALTY TRUST":"Aktien":0.11:38.81:118483:4598325:4598325.23:"Immobilien":"US03064D1081":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"TRGP":"TARGA RESOURCES CORP":"Aktien":0.109583333333333:43.9:103713:4553001:4553000.7:"Energie":"US87612G1013":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"WSO":"WATSCO INC":"Aktien":0.109166666666667:284.47:15983:4546684:4546684.01:"Industrie":"US9426222009":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SYNH":"SYNEOS HEALTH INC CLASS A":"Aktien":0.10875:89.57:50446:4518448:4518448.22:"Gesundheitsversorgung":"US87166B1026":"NASDAQ":"Vereinigte Staaten":"USD"
"LAMR":"LAMAR ADVERTISING COMPANY CLAS":"Aktien":0.108333333333333:103.74:43378:4500034:4500033.72:"Immobilien":"US5128161099":"NASDAQ":"Vereinigte Staaten":"USD"
"WAL":"WESTERN ALLIANCE":"Aktien":0.107916666666667:92.35:48723:4499569:4499569.05:"Financials":"US9576381092":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CUBE":"CUBESMART REIT":"Aktien":0.1075:46.85:95226:4461338:4461338.1:"Immobilien":"US2296631094":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"VACN":"VAT GROUP AG":"Aktien":0.107083333333333:334.51:13328:4458348:4458348.09:"Industrie":"CH0311864901":"SIX Swiss Exchange":"Schweiz":"CHF"
"BFAM":"BRIGHT HORIZONS FAMILY SOLUTIONS I":"Aktien":0.106666666666667:146.02:30509:4454924:4454924.18:"Zyklische Konsumgüter ":"US1091941005":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"STOR":"STORE CAPITAL CORP":"Aktien":0.10625:34.72:127988:4443743:4443743.36:"Immobilien":"US8621211007":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CRSP":"CRISPR THERAPEUTICS AG":"Aktien":0.105833333333333:150.49:29354:4417483:4417483.46:"Gesundheitsversorgung":"CH0334081137":"NASDAQ":"Vereinigte Staaten":"USD"
"BYND":"BEYOND MEAT INC":"Aktien":0.105416666666667:155.87:28318:4413927:4413926.66:"Nichtzyklische Konsumgüter":"US08862E1091":"NASDAQ":"Vereinigte Staaten":"USD"
"ATR":"APTARGROUP INC":"Aktien":0.105:140.28:31293:4389782:4389782.04:"Materialien":"US0383361039":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"LAD":"LITHIA MOTORS INC":"Aktien":0.104677419354839:336.81:13023:4386277:4386276.63:"Zyklische Konsumgüter ":"US5367971034":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CIEN":"CIENA CORP":"Aktien":0.104354838709677:57.32:76241:4370134:4370134.12:"IT":"US1717793095":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SMAR":"SMARTSHEET INC CLASS A":"Aktien":0.104032258064516:73.85:58627:4329604:4329603.95:"IT":"US83200N1037":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"RS":"RELIANCE STEEL & ALUMINUM":"Aktien":0.103709677419355:148.75:29107:4329666:4329666.25:"Materialien":"US7595091023":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CONE":"CYRUSONE REIT INC":"Aktien":0.103387096774194:72.83:58701:4275194:4275193.83:"Immobilien":"US23283R1005":"NASDAQ":"Vereinigte Staaten":"USD"
"KSS":"KOHLS CORP":"Aktien":0.103064516129032:54.27:78611:4266219:4266218.97:"Zyklische Konsumgüter ":"US5002551043":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"ARWR":"ARROWHEAD PHARMACEUTICALS INC":"Aktien":0.102741935483871:81.5:52252:4258538:4258538:"Gesundheitsversorgung":"US04280A1007":"NASDAQ":"Vereinigte Staaten":"USD"
"GETI B":"GETINGE B":"Aktien":0.10241935483871:38.62:110110:4251970:4251969.91:"Gesundheitsversorgung":"SE0000202624":"Nasdaq Omx Nordic":"Schweden":"SEK"
"BERY":"BERRY GLOBAL GROUP INC":"Aktien":0.102096774193548:65.19:65095:4243543:4243543.05:"Materialien":"US08579W1036":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"NTLA":"INTELLIA THERAPEUTICS INC":"Aktien":0.101774193548387:151.61:27854:4222945:4222944.94:"Gesundheitsversorgung":"US45826J1051":"NASDAQ":"Vereinigte Staaten":"USD"
"ICP":"INTERMEDIATE CAPITAL GROUP PLC":"Aktien":0.101451612903226:30.28:138250:4186422:4186421.73:"Financials":"GB00BYT1DJ19":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"SIGN":"SIG COMBIBLOC GROUP AG":"Aktien":0.101129032258065:27.52:151741:4176071:4176070.53:"Materialien":"CH0435377954":"SIX Swiss Exchange":"Schweiz":"CHF"
"NTRA":"NATERA INC":"Aktien":0.100806451612903:116.38:35833:4170245:4170244.54:"Gesundheitsversorgung":"US6323071042":"NASDAQ":"Vereinigte Staaten":"USD"
"WEX":"WEX INC":"Aktien":0.100483870967742:192.09:21702:4168737:4168737.18:"IT":"US96208T1043":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"OVV":"OVINTIV INC":"Aktien":0.100161290322581:31.41:131890:4142665:4142664.9:"Energie":"US69047Q1022":"New York Stock Exchange Inc.":"Kanada":"USD"
"BLDR":"BUILDERS FIRSTSOURCE INC":"Aktien":0.0998387096774194:42.57:97239:4139464:4139464.23:"Industrie":"US12008R1077":"NASDAQ":"Vereinigte Staaten":"USD"
"ZION":"ZIONS BANCORPORATION":"Aktien":0.0995161290322581:52.7:78517:4137846:4137845.9:"Financials":"US9897011071":"NASDAQ":"Vereinigte Staaten":"USD"
"ACM":"AECOM":"Aktien":0.0991935483870968:63.54:65108:4136962:4136962.32:"Industrie":"US00766T1007":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"STWD":"STARWOOD PROPERTY TRUST REIT INC":"Aktien":0.0988709677419355:26.07:158536:4133034:4133033.52:"Financials":"US85571B1052":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PCTY":"PAYLOCITY HOLDING CORP":"Aktien":0.0985483870967742:200:20577:4115400:4115400:"IT":"US70438V1061":"NASDAQ":"Vereinigte Staaten":"USD"
"ENX":"EURONEXT NV":"Aktien":0.0982258064516129:110.54:37109:4101952:4101951.86:"Financials":"NL0006294274":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"PII":"POLARIS INC":"Aktien":0.0979032258064516:135.91:30165:4099725:4099725.15:"Zyklische Konsumgüter ":"US7310681025":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"OSK":"OSHKOSH CORP":"Aktien":0.0975806451612903:122.36:33503:4099427:4099427.08:"Industrie":"US6882392011":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"JPY":"JPY CASH":"Geldmarkt":0.097258064516129:0.9:450022571:4072418:4072418.18:"Cash und/oder Derivate":"-":"-":"Japan":"JPY"
"LSCC":"LATTICE SEMICONDUCTOR CORP":"Aktien":0.0969354838709677:57.28:70912:4061839:4061839.36:"IT":"US5184151042":"NASDAQ":"Vereinigte Staaten":"USD"
"AGCO":"AGCO CORP":"Aktien":0.0966129032258065:127.5:31657:4036268:4036267.5:"Industrie":"US0010841023":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"TOU":"TOURMALINE OIL CORP":"Aktien":0.0962903225806452:27.8:145137:4035488:4035488.01:"Energie":"CA89156V1067":"Toronto Stock Exchange":"Kanada":"CAD"
"SMG":"SCOTTS MIRACLE GRO":"Aktien":0.0959677419354839:191.66:20896:4004927:4004927.36:"Materialien":"US8101861065":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"IMCD":"IMCD NV":"Aktien":0.0956451612903226:161.67:24753:4001815:4001815.03:"Industrie":"NL0010801007":"Euronext Amsterdam":"Niederlande":"EUR"
"SCI":"SERVICE":"Aktien":0.0953225806451613:53.62:74587:3999355:3999354.94:"Zyklische Konsumgüter ":"US8175651046":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CPRI":"CAPRI HOLDINGS LTD":"Aktien":0.095:54.23:73525:3987261:3987260.75:"Zyklische Konsumgüter ":"VGG1890L1076":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"BRKR":"BRUKER CORP":"Aktien":0.0947619047619048:75.99:52224:3968502:3968501.76:"Gesundheitsversorgung":"US1167941087":"NASDAQ":"Vereinigte Staaten":"USD"
"PVH":"PVH CORP":"Aktien":0.0945238095238095:105:37768:3965640:3965640:"Zyklische Konsumgüter ":"US6936561009":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"LIGHT":"SIGNIFY NV":"Aktien":0.0942857142857143:63.45:62432:3961538:3961538.28:"Industrie":"NL0011821392":"Euronext Amsterdam":"Niederlande":"EUR"
"APA":"APA CORP":"Aktien":0.094047619047619:21.03:188233:3958540:3958539.99:"Energie":"US03743Q1085":"NASDAQ":"Vereinigte Staaten":"USD"
"AMED":"AMEDISYS INC":"Aktien":0.0938095238095238:247.12:15953:3942305:3942305.36:"Gesundheitsversorgung":"US0234361089":"NASDAQ":"Vereinigte Staaten":"USD"
"LSI":"LIFE STORAGE INC":"Aktien":0.0935714285714286:107.56:36630:3939923:3939922.8:"Immobilien":"US53223X1072":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"USFD":"US FOODS HOLDING CORP":"Aktien":0.0933333333333333:36.75:107114:3936440:3936439.5:"Nichtzyklische Konsumgüter":"US9120081099":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SMDS":"SMITH (DS) PLC":"Aktien":0.0930952380952381:5.83:672820:3924023:3924023.23:"Materialien":"GB0008220112":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"UTHR":"UNITED THERAPEUTICS CORP":"Aktien":0.0928571428571429:177:22070:3906390:3906390:"Gesundheitsversorgung":"US91307C1027":"NASDAQ":"Vereinigte Staaten":"USD"
"AIRC":"APARTMENT INCOME REIT CORP":"Aktien":0.0926190476190476:47.86:81522:3901643:3901642.92:"Immobilien":"US03750L1098":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"JEF":"JEFFERIES FINANCIAL GROUP INC":"Aktien":0.0923809523809524:34.22:113984:3900532:3900532.48:"Financials":"US47233W1099":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"JBL":"JABIL INC":"Aktien":0.0921428571428571:58.34:66688:3890578:3890577.92:"IT":"US4663131039":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"FRT":"FEDERAL REALTY INVESTMENT TRUST RE":"Aktien":0.0919047619047619:117.68:33002:3883675:3883675.36:"Immobilien":"US3137472060":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"NNN":"NATIONAL RETAIL PROPERTIES REIT IN":"Aktien":0.0916666666666667:47.2:82190:3879368:3879368:"Immobilien":"US6374171063":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CHE":"CHEMED CORP":"Aktien":0.0914285714285714:483.93:8005:3873860:3873859.65:"Gesundheitsversorgung":"US16359R1032":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"EHC":"ENCOMPASS HEALTH CORP":"Aktien":0.0911904761904762:78.8:49101:3869159:3869158.8:"Gesundheitsversorgung":"US29261A1007":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SLM":"SLM CORP":"Aktien":0.090952380952381:20.5:188609:3866485:3866484.5:"Financials":"US78442P1066":"NASDAQ":"Vereinigte Staaten":"USD"
"TFII":"TFI INTERNATIONAL INC":"Aktien":0.0907142857142857:92.98:41219:3832469:3832468.77:"Industrie":"CA87241L1094":"Toronto Stock Exchange":"Kanada":"CAD"
"PLAN":"ANAPLAN INC":"Aktien":0.0904761904761905:55.23:69371:3831360:3831360.33:"IT":"US03272L1089":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CBSH":"COMMERCE BANCSHARES INC":"Aktien":0.0902380952380952:74.48:51144:3809205:3809205.12:"Financials":"US2005251036":"NASDAQ":"Vereinigte Staaten":"USD"
"RMV":"RIGHTMOVE PLC":"Aktien":0.09:9.13:416066:3798728:3798728.35:"Kommunikation":"GB00BGDT3G23":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"GNTX":"GENTEX CORP":"Aktien":0.0897619047619048:33.23:113895:3784731:3784730.85:"Zyklische Konsumgüter ":"US3719011096":"NASDAQ":"Vereinigte Staaten":"USD"
"NLSN":"NIELSEN HOLDINGS PLC":"Aktien":0.0895238095238095:24.41:154560:3772810:3772809.6:"Industrie":"GB00BWFY5505":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"OGN":"ORGANON":"Aktien":0.0892857142857143:30.55:122890:3754290:3754289.5:"Gesundheitsversorgung":"US68622V1061":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"BC":"BRUNSWICK CORP":"Aktien":0.089047619047619:98.52:37834:3727406:3727405.68:"Zyklische Konsumgüter ":"US1170431092":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SITE":"SITEONE LANDSCAPE SUPPLY INC":"Aktien":0.0888095238095238:170.99:21767:3721939:3721939.33:"Industrie":"US82982L1035":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"GPS":"GAP INC":"Aktien":0.0885714285714286:32.58:113890:3710536:3710536.2:"Zyklische Konsumgüter ":"US3647601083":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"IIVI":"II VI INC":"Aktien":0.0883333333333333:73.21:50308:3683049:3683048.68:"IT":"US9021041085":"NASDAQ":"Vereinigte Staaten":"USD"
"NVST":"ENVISTA HOLDINGS CORP":"Aktien":0.0880952380952381:43.51:84590:3680511:3680510.9:"Gesundheitsversorgung":"US29415F1049":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"TPX":"TEMPUR SEALY INTERNATIONAL INC":"Aktien":0.0878571428571429:38.86:94524:3673203:3673202.64:"Zyklische Konsumgüter ":"US88023U1016":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"WWD":"WOODWARD INC":"Aktien":0.0876190476190476:119.4:30716:3667490:3667490.4:"Industrie":"US9807451037":"NASDAQ":"Vereinigte Staaten":"USD"
"LEG":"LEGGETT & PLATT INC":"Aktien":0.0873809523809524:51.25:71191:3648539:3648538.75:"Zyklische Konsumgüter ":"US5246601075":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"KRC":"KILROY REALTY REIT CORP":"Aktien":0.0871428571428571:69.83:52229:3647151:3647151.07:"Immobilien":"US49427F1084":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"FSLR":"FIRST SOLAR INC":"Aktien":0.0869047619047619:92.67:39251:3637390:3637390.17:"IT":"US3364331070":"NASDAQ":"Vereinigte Staaten":"USD"
"EEFT":"EURONET WORLDWIDE INC":"Aktien":0.0866666666666667:136.06:26696:3632258:3632257.76:"IT":"US2987361092":"NASDAQ":"Vereinigte Staaten":"USD"
"MOCORP":"METSO OUTOTEC CORP":"Aktien":0.0864285714285714:11.71:309439:3624929:3624929.35:"Industrie":"FI0009014575":"Nasdaq Omx Helsinki Ltd.":"Finnland":"EUR"
"FFIN":"FIRST FINANCIAL BANKSHARES INC":"Aktien":0.0861904761904762:48.94:73876:3615491:3615491.44:"Financials":"US32020R1095":"NASDAQ":"Vereinigte Staaten":"USD"
"YETI":"YETI HOLDINGS INC":"Aktien":0.0859523809523809:92.84:38852:3607020:3607019.68:"Zyklische Konsumgüter ":"US98585X1046":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"WEIR":"WEIR GROUP PLC":"Aktien":0.0857142857142857:25.95:138736:3600428:3600427.56:"Industrie":"GB0009465807":"London Stock Exchange":"Vereinigtes Königreich":"GBP"
"AA":"ALCOA CORP":"Aktien":0.0854761904761905:37.53:95613:3588356:3588355.89:"Materialien":"US0138721065":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SGMS":"SCIENTIFIC GAMES CORP":"Aktien":0.0852380952380952:77.68:46052:3577319:3577319.36:"Zyklische Konsumgüter ":"US80874P1093":"NASDAQ":"Vereinigte Staaten":"USD"
"CROX":"CROCS INC":"Aktien":0.085:115.65:30823:3564680:3564679.95:"Zyklische Konsumgüter ":"US2270461096":"NASDAQ":"Vereinigte Staaten":"USD"
"PBCT":"PEOPLES UNITED FINANCIAL INC":"Aktien":0.084875:17.21:206934:3561334:3561334.14:"Financials":"US7127041058":"NASDAQ":"Vereinigte Staaten":"USD"
"NTNX":"NUTANIX INC CLASS A":"Aktien":0.08475:39.41:90343:3560418:3560417.63:"IT":"US67059N1081":"NASDAQ":"Vereinigte Staaten":"USD"
"ITT":"ITT INC":"Aktien":0.084625:91:39102:3558282:3558282:"Industrie":"US45073V1089":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"AYI":"ACUITY BRANDS INC":"Aktien":0.0845:188.36:18638:3510654:3510653.68:"Industrie":"US00508Y1029":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SF":"STIFEL FINANCIAL CORP":"Aktien":0.084375:64.59:54335:3509498:3509497.65:"Financials":"US8606301021":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"UPWK":"UPWORK INC":"Aktien":0.08425:59.25:59089:3501023:3501023.25:"Industrie":"US91688F1049":"NASDAQ":"Vereinigte Staaten":"USD"
"XEC":"CIMAREX ENERGY":"Aktien":0.084125:69.93:50011:3497269:3497269.23:"Energie":"US1717981013":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"HOG":"HARLEY DAVIDSON INC":"Aktien":0.084:46.14:75763:3495705:3495704.82:"Zyklische Konsumgüter ":"US4128221086":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
