Stand: 29.06.2021

"Emittententicker":"Name":"Anlageklasse":"Gewichtung (%)":"Kurs":"Nominale":"Marktwert":"Nominalwert":"Sektor":"ISIN":"Börse":"Standort":"Marktwährung"
"MSFT":"MICROSOFT CORP":"Aktien":4.78:271.4:823502:223498443:223498442.8:"IT":"US5949181045":"NASDAQ":"Vereinigte Staaten":"USD"
"TSLA":"TESLA INC":"Aktien":3.92:680.76:269670:183580549:183580549.2:"Zyklische Konsumgüter ":"US88160R1014":"NASDAQ":"Vereinigte Staaten":"USD"
"NVDA":"NVIDIA CORP":"Aktien":3.72:801.07:217385:174140602:174140601.95:"IT":"US67066G1040":"NASDAQ":"Vereinigte Staaten":"USD"
"HD":"HOME DEPOT INC":"Aktien":2.58:318.24:378591:120482800:120482799.84:"Zyklische Konsumgüter ":"US4370761029":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"DIS":"WALT DISNEY":"Aktien":2.37:173.93:636707:110742449:110742448.51:"Kommunikation":"US2546871060":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"ASML":"ASML HOLDING NV":"Aktien":2.22:702.28:147795:103792874:103792874.03:"IT":"NL0010273215":"Euronext Amsterdam":"Niederlande":"EUR"
"ROG":"ROCHE HOLDING PAR AG":"Aktien":2:378.82:247067:93594319:93594319.41:"Gesundheitsversorgung":"CH0012032048":"SIX Swiss Exchange":"Schweiz":"CHF"
"CSCO":"CISCO SYSTEMS INC":"Aktien":1.67:52.91:1478833:78245054:78245054.03:"IT":"US17275R1023":"NASDAQ":"Vereinigte Staaten":"USD"
"KO":"COCA-COLA":"Aktien":1.65:53.86:1434156:77243642:77243642.16:"Nichtzyklische Konsumgüter":"US1912161007":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PEP":"PEPSICO INC":"Aktien":1.53:146.94:486009:71414162:71414162.46:"Nichtzyklische Konsumgüter":"US7134481081":"NASDAQ":"Vereinigte Staaten":"USD"
"TXN":"TEXAS INSTRUMENT INC":"Aktien":1.34:192.88:324228:62537097:62537096.64:"IT":"US8825081040":"NASDAQ":"Vereinigte Staaten":"USD"
"SHOP":"SHOPIFY SUBORDINATE VOTING INC CLA":"Aktien":1.26:1484.08:39585:58747143:58747143.22:"IT":"CA82509L1076":"Toronto Stock Exchange":"Kanada":"CAD"
"SAP":"SAP":"Aktien":1.12:142.55:366628:52262994:52262993.72:"IT":"DE0007164600":"Xetra":"Deutschland":"EUR"
"NOVO B":"NOVO NORDISK CLASS B":"Aktien":1.08:83.54:604738:50519486:50519486.15:"Gesundheitsversorgung":"DK0060534915":"Omx Nordic Exchange Copenhagen A/S":"Dänemark":"DKK"
"LOW":"LOWES COMPANIES INC":"Aktien":1.07:194.2:257704:50046117:50046116.8:"Zyklische Konsumgüter ":"US5486611073":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"AMGN":"AMGEN INC":"Aktien":1.05:242.46:202895:49193922:49193921.7:"Gesundheitsversorgung":"US0311621009":"NASDAQ":"Vereinigte Staaten":"USD"
"BLK":"BLACKROCK INC":"Aktien":1:873.53:53451:46691052:46691052.03:"Financials":"US09247X1019":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"6758":"SONY GROUP CORP":"Aktien":0.95:99.54:446400:44435998:44435998.37:"Zyklische Konsumgüter ":"JP3435000009":"Tokyo Stock Exchange":"Japan":"JPY"
"AMT":"AMERICAN TOWER REIT CORP":"Aktien":0.91:272.79:155392:42389384:42389383.68:"Immobilien":"US03027X1000":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"CAT":"CATERPILLAR INC":"Aktien":0.88:215.1:191893:41276184:41276184.3:"Industrie":"US1491231015":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"OR":"LOREAL SA":"Aktien":0.86:456.26:88580:40415433:40415433.29:"Nichtzyklische Konsumgüter":"FR0000120321":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"AXP":"AMERICAN EXPRESS":"Aktien":0.85:164.25:240697:39534482:39534482.25:"Financials":"US0258161092":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"ALV":"ALLIANZ":"Aktien":0.79:253.34:144999:36733815:36733814.66:"Financials":"DE0008404005":"Xetra":"Deutschland":"EUR"
"ZTS":"ZOETIS INC CLASS A":"Aktien":0.67:187.99:167148:31422153:31422152.52:"Gesundheitsversorgung":"US98978V1035":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"PLD":"PROLOGIS REIT INC":"Aktien":0.67:121.45:258258:31365434:31365434.1:"Immobilien":"US74340W1036":"New York Stock Exchange Inc.":"Vereinigte Staaten":"USD"
"SU":"SCHNEIDER ELECTRIC":"Aktien":0.65:160.79:189471:30464839:30464839.36:"Industrie":"FR0000121972":"Nyse Euronext - Euronext Paris":"Frankreich":"EUR"
"GILD":"GILEAD SCIENCES INC":"Aktien":0.64:67.93:438954:29818145:29818145.22:"Gesundheitsversorgung":"US3755581036":"NASDAQ":"Vereinigte Staaten":"USD"
"ADP":"AUTOMATIC DATA PROCESSING INC":"Aktien":0.64:197.62:150782:29797539:29797538.84:"IT":"US0530151036":"NASDAQ":"Vereinigte Staaten":"USD"
